ticker,name,sector,sub_industry,group,fiscal_year,filing_date,accession_number,extraction_method,data_quality,mda_word_count,ai_keyword_hits,ai_density_per1k,speculative_hits,speculative_score,operational_hits,operational_score,spec_vs_oper_ratio,ai_density_2023,status
PYPL,PayPal,Financials,Transaction & Payment Processing Services,middle,2024,2025-02-04,0001633917-25-000019,tenk_management_discussion,HIGH,9323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2018,2019-02-27,0000080661-19-000008,tenk_management_discussion,HIGH,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2019,2020-03-02,0000080661-20-000006,tenk_management_discussion,HIGH,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2020,2021-03-01,0000080661-21-000014,tenk_management_discussion,HIGH,2814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2021,2022-02-28,0000080661-22-000046,tenk_management_discussion,HIGH,3043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2022,2023-02-27,0000080661-23-000006,full_text_fallback,LOW,31583.0,12.0,0.38,5.0,0.1583,2.0,0.0633,2.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2023,2024-02-26,0000080661-24-000007,full_text_fallback,LOW,31968.0,13.0,0.4067,8.0,0.2503,0.0,0.0,2.0,0.3177,ok
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,treatment,2024,2025-03-03,0000080661-25-000007,full_text_fallback,LOW,30917.0,12.0,0.3881,7.0,0.2264,0.0,0.0,2.0,0.3177,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2018,2018-11-07,0001728949-18-000095,tenk_management_discussion,HIGH,11004.0,3.0,0.2726,0.0,0.0,0.0,0.0,0.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2019,2019-11-06,0001728949-19-000072,tenk_management_discussion,HIGH,11280.0,2.0,0.1773,0.0,0.0,0.0,0.0,0.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2020,2020-11-04,0001728949-20-000067,tenk_management_discussion,HIGH,7734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2021,2021-11-03,0001728949-21-000076,tenk_management_discussion,HIGH,5455.0,1.0,0.1833,1.0,0.1833,1.0,0.1833,1.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2022,2022-11-02,0000804328-22-000021,tenk_management_discussion,HIGH,4777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2023,2023-11-01,0000804328-23-000055,tenk_management_discussion,HIGH,4387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939,ok
QCOM,Qualcomm,Information Technology,Semiconductors,treatment,2024,2024-11-06,0000804328-24-000075,tenk_management_discussion,HIGH,4312.0,1.0,0.2319,1.0,0.2319,1.0,0.2319,1.0,0.9939,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2018,2019-02-21,0001022079-19-000030,full_text_fallback,LOW,62590.0,4.0,0.0639,2.0,0.032,0.0,0.0,2.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2019,2020-02-20,0001022079-20-000017,full_text_fallback,LOW,63171.0,5.0,0.0792,1.0,0.0158,1.0,0.0158,1.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2020,2021-02-22,0001022079-21-000029,full_text_fallback,LOW,68922.0,5.0,0.0725,2.0,0.029,0.0,0.0,2.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2021,2022-02-28,0001022079-22-000027,full_text_fallback,LOW,62711.0,6.0,0.0957,3.0,0.0478,0.0,0.0,2.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2022,2023-02-21,0001022079-23-000018,full_text_fallback,LOW,61703.0,8.0,0.1297,2.0,0.0324,0.0,0.0,2.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2023,2024-02-22,0001022079-24-000041,regex_html,MEDIUM,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915,ok
DGX,Quest Diagnostics,Health Care,Health Care Services,middle,2024,2025-02-20,0001022079-25-000044,regex_html,MEDIUM,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2018,2018-11-21,0000720005-18-000083,tenk_management_discussion,HIGH,21655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2019,2019-11-26,0000720005-19-000086,tenk_management_discussion,HIGH,18957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2020,2020-11-24,0000720005-20-000063,tenk_management_discussion,HIGH,22218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2021,2021-11-23,0000720005-21-000106,tenk_management_discussion,HIGH,22268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2022,2022-11-22,0000720005-22-000066,tenk_management_discussion,HIGH,23131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2023,2023-11-21,0000720005-23-000079,tenk_management_discussion,HIGH,23103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,control,2024,2024-11-26,0000720005-24-000069,tenk_management_discussion,HIGH,24553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2018,2019-04-05,0000101829-19-000009,full_text_fallback,LOW,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2019,2020-02-06,0000101829-20-000013,full_text_fallback,LOW,22021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2020,2021-02-08,0000101829-21-000008,tenk_management_discussion,HIGH,20046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2021,2022-02-11,0000101829-22-000005,tenk_management_discussion,HIGH,19049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2022,2023-02-07,0000101829-23-000009,tenk_management_discussion,HIGH,18312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2023,2024-02-05,0000101829-24-000008,tenk_management_discussion,HIGH,17259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RTX,RTX Corporation,Industrials,Aerospace & Defense,control,2024,2025-02-03,0000101829-25-000005,tenk_management_discussion,HIGH,18952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2018,2019-02-22,0001281761-19-000019,tenk_management_discussion,HIGH,69743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2019,2020-02-21,0001281761-20-000010,tenk_management_discussion,HIGH,68202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2020,2021-02-24,0001281761-21-000012,tenk_management_discussion,HIGH,73977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2021,2022-02-24,0001281761-22-000016,tenk_management_discussion,HIGH,66374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2022,2023-02-24,0001281761-23-000012,tenk_management_discussion,HIGH,62886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2023,2024-02-23,0001281761-24-000010,tenk_management_discussion,HIGH,22094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RF,Regions Financial Corporation,Financials,Regional Banks,control,2024,2025-02-21,0001281761-25-000010,tenk_management_discussion,HIGH,21836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2018,2018-08-17,0000943819-18-000013,tenk_management_discussion,HIGH,7269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2019,2019-08-08,0000943819-19-000017,tenk_management_discussion,HIGH,6288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2020,2021-03-30,0000943819-21-000004,full_text_fallback,LOW,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2021,2021-08-19,0000943819-21-000020,full_text_fallback,LOW,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2022,2022-08-12,0000943819-22-000010,tenk_management_discussion,HIGH,7064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2023,2023-08-11,0000943819-23-000011,tenk_management_discussion,HIGH,6306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
RMD,ResMed,Health Care,Health Care Equipment,treatment,2024,2024-08-09,0000943819-24-000013,tenk_management_discussion,HIGH,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,ok
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2018,,,year_not_found,FAILED,,,,,,,,,0.0656,not_found
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2019,,,year_not_found,FAILED,,,,,,,,,0.0656,not_found
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2020,,,year_not_found,FAILED,,,,,,,,,0.0656,not_found
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2021,2022-02-24,0001783879-22-000044,tenk_management_discussion,HIGH,9229.0,3.0,0.3251,2.0,0.2167,0.0,0.0,2.0,0.0656,ok
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2022,2023-02-27,0001783879-23-000045,tenk_management_discussion,HIGH,9043.0,3.0,0.3317,1.0,0.1106,1.0,0.1106,1.0,0.0656,ok
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2023,2024-02-27,0001783879-24-000054,tenk_management_discussion,HIGH,7238.0,1.0,0.1382,1.0,0.1382,0.0,0.0,2.0,0.0656,ok
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,middle,2024,2025-02-18,0001783879-25-000049,tenk_management_discussion,HIGH,7155.0,1.0,0.1398,1.0,0.1398,0.0,0.0,2.0,0.0656,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2018,2018-11-09,0001024478-18-000032,tenk_management_discussion,HIGH,8479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2019,2019-11-12,0001024478-19-000044,tenk_management_discussion,HIGH,8321.0,1.0,0.1202,1.0,0.1202,1.0,0.1202,1.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2020,2020-11-10,0001024478-20-000038,tenk_management_discussion,HIGH,10258.0,1.0,0.0975,1.0,0.0975,1.0,0.0975,1.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2021,2021-11-09,0001024478-21-000083,tenk_management_discussion,HIGH,10576.0,1.0,0.0946,0.0,0.0,0.0,0.0,0.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2022,2022-11-08,0001024478-22-000093,tenk_management_discussion,HIGH,10628.0,1.0,0.0941,0.0,0.0,0.0,0.0,0.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2023,2023-11-08,0001024478-23-000126,tenk_management_discussion,HIGH,9011.0,2.0,0.222,1.0,0.111,1.0,0.111,1.0,0.0718,ok
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,treatment,2024,2024-11-12,0001024478-24-000107,tenk_management_discussion,HIGH,8525.0,3.0,0.3519,2.0,0.2346,1.0,0.1173,2.0,0.0718,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2018,2019-02-13,0000064040-19-000059,tenk_management_discussion,HIGH,15263.0,4.0,0.2621,2.0,0.131,0.0,0.0,2.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2019,2020-02-10,0000064040-20-000055,tenk_management_discussion,HIGH,15648.0,2.0,0.1278,0.0,0.0,0.0,0.0,0.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2020,2021-02-09,0000064040-21-000063,tenk_management_discussion,HIGH,16638.0,2.0,0.1202,0.0,0.0,0.0,0.0,0.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2021,2022-02-08,0000064040-22-000055,tenk_management_discussion,HIGH,16946.0,3.0,0.177,3.0,0.177,0.0,0.0,2.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2022,2023-02-10,0000064040-23-000058,tenk_management_discussion,HIGH,18640.0,2.0,0.1073,1.0,0.0536,0.0,0.0,2.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2023,2024-02-09,0000064040-24-000071,tenk_management_discussion,HIGH,19544.0,1.0,0.0512,1.0,0.0512,0.0,0.0,2.0,0.2064,ok
SPGI,S&P Global,Financials,Financial Exchanges & Data,treatment,2024,2025-02-11,0000064040-25-000052,tenk_management_discussion,HIGH,20204.0,3.0,0.1485,1.0,0.0495,0.0,0.0,2.0,0.2064,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2018,2019-03-08,0001108524-19-000009,tenk_management_discussion,HIGH,11047.0,3.0,0.2716,1.0,0.0905,2.0,0.181,0.5,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2019,2020-03-05,0001108524-20-000014,tenk_management_discussion,HIGH,8482.0,1.0,0.1179,0.0,0.0,1.0,0.1179,0.0,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2020,2021-03-17,0001108524-22-000008,tenk_management_discussion,HIGH,10070.0,1.0,0.0993,0.0,0.0,0.0,0.0,0.0,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2021,2022-03-11,0001108524-22-000013,tenk_management_discussion,HIGH,8097.0,1.0,0.1235,0.0,0.0,0.0,0.0,0.0,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2022,2023-03-08,0001108524-23-000011,tenk_management_discussion,HIGH,7970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2023,2024-03-06,0001108524-24-000005,tenk_management_discussion,HIGH,7489.0,1.0,0.1335,1.0,0.1335,0.0,0.0,2.0,0.4778,ok
CRM,Salesforce,Information Technology,Application Software,treatment,2024,2025-03-05,0001108524-25-000006,tenk_management_discussion,HIGH,7055.0,1.0,0.1417,0.0,0.0,0.0,0.0,0.0,0.4778,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2018,2019-01-23,0001564590-19-000928,tenk_management_discussion,HIGH,6304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2019,2020-01-22,0001564590-20-001578,tenk_management_discussion,HIGH,5222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2020,2021-01-27,0001564590-21-002477,tenk_management_discussion,HIGH,6689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2021,2022-01-26,0001564590-22-002421,tenk_management_discussion,HIGH,5355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2022,2023-01-25,0001564590-23-000762,tenk_management_discussion,HIGH,5487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2023,2024-01-24,0000950170-24-006884,tenk_management_discussion,HIGH,5212.0,2.0,0.3837,0.0,0.0,0.0,0.0,0.0,0.0653,ok
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,middle,2024,2025-01-22,0000950170-25-007638,tenk_management_discussion,HIGH,4721.0,2.0,0.4236,0.0,0.0,2.0,0.4236,0.0,0.0653,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2018,2018-08-03,0001193125-18-238271,tenk_management_discussion,HIGH,7925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2019,2019-08-02,0001193125-19-212028,tenk_management_discussion,HIGH,5523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2020,2020-08-07,0001137789-20-000057,tenk_management_discussion,HIGH,5736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2021,2021-08-06,0001137789-21-000049,tenk_management_discussion,HIGH,5504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2022,2022-08-05,0001137789-22-000055,tenk_management_discussion,HIGH,4475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2023,2023-08-04,0001137789-23-000049,tenk_management_discussion,HIGH,5563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192,ok
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2024,2024-08-02,0001137789-24-000068,tenk_management_discussion,HIGH,4655.0,1.0,0.2148,1.0,0.2148,0.0,0.0,2.0,0.2192,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2018,2019-02-27,0001373715-19-000070,tenk_management_discussion,HIGH,13706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2019,2020-02-20,0001373715-20-000072,tenk_management_discussion,HIGH,10033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2020,2021-02-12,0001373715-21-000061,tenk_management_discussion,HIGH,10017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2021,2022-02-03,0001373715-22-000024,tenk_management_discussion,HIGH,8487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2022,2023-01-31,0001373715-23-000035,tenk_management_discussion,HIGH,7444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2023,2024-01-25,0001373715-24-000030,tenk_management_discussion,HIGH,7911.0,2.0,0.2528,0.0,0.0,0.0,0.0,0.0,0.4637,ok
NOW,ServiceNow,Information Technology,Systems Software,treatment,2024,2025-01-30,0001373715-25-000010,tenk_management_discussion,HIGH,7744.0,1.0,0.1291,0.0,0.0,0.0,0.0,0.0,0.4637,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2018,2019-01-25,0000004127-19-000005,full_text_fallback,LOW,22847.0,1.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2019,2020-01-27,0000004127-20-000009,full_text_fallback,LOW,19174.0,1.0,0.0522,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2020,2021-01-29,0000004127-21-000015,full_text_fallback,LOW,19004.0,1.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2021,2022-01-28,0000004127-22-000002,full_text_fallback,LOW,18792.0,1.0,0.0532,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2022,2023-01-27,0000004127-23-000005,full_text_fallback,LOW,19099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2023,2024-01-26,0000004127-24-000002,full_text_fallback,LOW,20048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWKS,Skyworks Solutions,Information Technology,Semiconductors,control,2024,2025-01-24,0000004127-25-000006,full_text_fallback,LOW,20229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2018,2019-02-26,0000093556-19-000011,tenk_management_discussion,HIGH,14591.0,2.0,0.1371,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2019,2020-02-21,0000093556-20-000006,tenk_management_discussion,HIGH,15434.0,2.0,0.1296,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2020,2021-02-18,0000093556-21-000008,tenk_management_discussion,HIGH,16288.0,2.0,0.1228,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2021,2022-02-22,0000093556-22-000015,tenk_management_discussion,HIGH,14951.0,2.0,0.1338,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2022,2023-02-23,0000093556-23-000007,tenk_management_discussion,HIGH,13401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2023,2024-02-27,0000093556-24-000032,tenk_management_discussion,HIGH,13458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,control,2024,2025-02-18,0000093556-25-000007,tenk_management_discussion,HIGH,13194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2018,2019-02-21,0000093751-19-000336,tenk_management_discussion,HIGH,38484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2019,2020-02-20,0000093751-20-000684,tenk_management_discussion,HIGH,38884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2020,2021-02-19,0000093751-21-000476,tenk_management_discussion,HIGH,41485.0,2.0,0.0482,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2021,2022-02-17,0000093751-22-000424,tenk_management_discussion,HIGH,42016.0,2.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2022,2023-02-16,0000093751-23-000489,tenk_management_discussion,HIGH,40872.0,2.0,0.0489,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2023,2024-02-15,0000093751-24-000498,tenk_management_discussion,HIGH,39755.0,2.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.0326,ok
STT,State Street Corporation,Financials,Asset Management & Custody Banks,middle,2024,2025-02-13,0000093751-25-000111,tenk_management_discussion,HIGH,38705.0,2.0,0.0517,0.0,0.0,0.0,0.0,0.0,0.0326,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2018,2019-05-17,0001375365-19-000039,tenk_management_discussion,HIGH,9557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2019,2019-12-19,0001375365-19-000079,tenk_management_discussion,HIGH,15596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2020,2020-08-31,0001375365-20-000064,tenk_management_discussion,HIGH,9020.0,1.0,0.1109,0.0,0.0,0.0,0.0,0.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2021,2021-08-27,0001375365-21-000060,tenk_management_discussion,HIGH,8970.0,1.0,0.1115,0.0,0.0,0.0,0.0,0.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2022,2022-08-29,0001375365-22-000103,tenk_management_discussion,HIGH,7938.0,2.0,0.252,1.0,0.126,0.0,0.0,2.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2023,2023-08-28,0001375365-23-000036,tenk_management_discussion,HIGH,6883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,ok
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",middle,2024,2025-02-25,0001375365-25-000004,tenk_management_discussion,HIGH,7605.0,1.0,0.1315,1.0,0.1315,1.0,0.1315,1.0,0.2377,ok
SYF,Synchrony Financial,Financials,Consumer Finance,control,2018,2019-02-15,0001601712-19-000053,tenk_management_discussion,HIGH,10325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,ok
SYF,Synchrony Financial,Financials,Consumer Finance,control,2019,2020-02-13,0001601712-20-000038,tenk_management_discussion,HIGH,8343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,ok
SYF,Synchrony Financial,Financials,Consumer Finance,control,2020,2021-02-11,0001601712-21-000057,tenk_management_discussion,HIGH,9661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,ok
